CD008686	 AF	2521444	 1	 0.004741699491269205	 autotar_ranker
CD008686	 AF	11603896	 54	 0.0019332224603232679	 autotar_ranker
CD008686	 AF	11198830	 55	 0.0019326804477414106	 autotar_ranker
CD008686	 AF	16988847	 56	 0.001932302967976265	 autotar_ranker
CD008686	 AF	14132448	 57	 0.0019309567865243057	 autotar_ranker
CD008686	 AF	10593321	 58	 0.0019289208724002735	 autotar_ranker
CD008686	 AF	9567203	 59	 0.0019239903782466295	 autotar_ranker
CD008686	 AF	20043764	 60	 0.0019199144692413222	 autotar_ranker
CD008686	 AF	18536202	 61	 0.0019149641158059119	 autotar_ranker
CD008686	 AF	18034001	 62	 0.0019113492169123456	 autotar_ranker
CD008686	 AF	21648150	 63	 0.0019033799886314575	 autotar_ranker
CD008686	 AF	11103125	 64	 0.0019013355268705026	 autotar_ranker
CD008686	 AF	8379159	 65	 0.0019009670363086444	 autotar_ranker
CD008686	 AF	19404164	 66	 0.0018909582556512756	 autotar_ranker
CD008686	 AF	19115187	 67	 0.00188750966591002	 autotar_ranker
CD008686	 AF	2142033	 68	 0.001887245794328812	 autotar_ranker
CD008686	 AF	16734899	 69	 0.001887114342672256	 autotar_ranker
CD008686	 AF	19961812	 70	 0.0018801810724479143	 autotar_ranker
CD008686	 AF	17762297	 71	 0.0018797305221326412	 autotar_ranker
CD008686	 AF	10758434	 72	 0.001878892430219488	 autotar_ranker
CD008686	 AF	2526943	 73	 0.0018782932536425536	 autotar_ranker
CD008686	 AF	7681998	 74	 0.001877385268493997	 autotar_ranker
CD008686	 AF	18440778	 75	 0.0018757657359078478	 autotar_ranker
CD008686	 AF	22103245	 76	 0.0018743023581455896	 autotar_ranker
CD008686	 AF	8256138	 77	 0.0018738486877899379	 autotar_ranker
CD008686	 AF	1595313	 78	 0.0018732962918111176	 autotar_ranker
CD008686	 AF	18303662	 79	 0.0018729716547703924	 autotar_ranker
CD008686	 AF	1331284	 80	 0.0018693312072132415	 autotar_ranker
CD008686	 AF	15190421	 81	 0.0018633834387900175	 autotar_ranker
CD008686	 AF	8088559	 82	 0.0018606878670363782	 autotar_ranker
CD008686	 AF	11498734	 83	 0.0018523953013520748	 autotar_ranker
CD008686	 AF	6227529	 84	 0.0018498750418494507	 autotar_ranker
CD008686	 AF	8844907	 85	 0.0018492600041968934	 autotar_ranker
CD008686	 AF	10093409	 86	 0.0018481322011335139	 autotar_ranker
CD008686	 AF	15999937	 87	 0.0018470088698413032	 autotar_ranker
CD008686	 AF	7265399	 88	 0.0018427230816122305	 autotar_ranker
CD008686	 AF	10097639	 89	 0.0018409094324163021	 autotar_ranker
CD008686	 AF	11710812	 90	 0.0018399581821280568	 autotar_ranker
CD008686	 AF	6222391	 91	 0.0018379678183852752	 autotar_ranker
CD008686	 AF	10413348	 92	 0.0018354778414431587	 autotar_ranker
CD008686	 AF	19505000	 93	 0.0018350566867574901	 autotar_ranker
CD008686	 AF	12036215	 94	 0.0018333637302415473	 autotar_ranker
CD008686	 AF	12690585	 95	 0.0018271350791620484	 autotar_ranker
CD008686	 AF	15928542	 96	 0.0018203207650234333	 autotar_ranker
CD008686	 AF	9988954	 97	 0.0018181748713762497	 autotar_ranker
CD008686	 AF	10820300	 98	 0.0018099667019368876	 autotar_ranker
CD008686	 AF	10073625	 99	 0.0018094678188552808	 autotar_ranker
CD008686	 AF	20210197	 100	 0.0018091418919960976	 autotar_ranker
CD008686	 AF	17985537	 101	 0.0018048660949972965	 autotar_ranker
CD008686	 AF	9749698	 102	 0.001804828362665545	 autotar_ranker
CD008686	 AF	2930871	 103	 0.0018013610286322062	 autotar_ranker
CD008686	 AF	6966810	 104	 0.001798630545755111	 autotar_ranker
CD008686	 AF	18539463	 105	 0.001795113039544066	 autotar_ranker
CD008686	 AF	19449145	 106	 0.0017951011118149528	 autotar_ranker
CD008686	 AF	9089938	 107	 0.0017909398793343786	 autotar_ranker
CD008686	 AF	8934120	 108	 0.0017885299654778067	 autotar_ranker
CD008686	 AF	2804911	 109	 0.0017875524084120663	 autotar_ranker
CD008686	 AF	18277261	 110	 0.0017875476057349702	 autotar_ranker
CD008686	 AF	6665459	 111	 0.0017873818502014956	 autotar_ranker
CD008686	 AF	18751740	 112	 0.0017862617380552937	 autotar_ranker
CD008686	 AF	6225415	 113	 0.0017853750293335894	 autotar_ranker
CD008686	 AF	18190235	 114	 0.0017839024661075564	 autotar_ranker
CD008686	 AF	1563167	 115	 0.0017835351248763943	 autotar_ranker
CD008686	 AF	18188556	 116	 0.0017787533161868609	 autotar_ranker
CD008686	 AF	2151986	 117	 0.0017766407296732419	 autotar_ranker
CD008686	 AF	8785639	 118	 0.00177473478752466	 autotar_ranker
CD008686	 AF	2937281	 119	 0.0017744656016388239	 autotar_ranker
CD008686	 AF	22438363	 120	 0.0017738324166554178	 autotar_ranker
CD008686	 AF	9791195	 121	 0.0017728475637770289	 autotar_ranker
CD008686	 AF	9928465	 122	 0.001771419736365065	 autotar_ranker
CD008686	 AF	3842310	 123	 0.0017678233978843949	 autotar_ranker
CD008686	 AF	12665720	 124	 0.0017675074916364234	 autotar_ranker
CD008686	 AF	3357965	 125	 0.0017665937487588	 autotar_ranker
CD008686	 AF	9855670	 126	 0.001766305175819515	 autotar_ranker
CD008686	 AF	15864162	 127	 0.0017634082516141132	 autotar_ranker
CD008686	 AF	8042492	 128	 0.0017632827532408487	 autotar_ranker
CD008686	 AF	9879102	 129	 0.0017630680170362682	 autotar_ranker
CD008686	 AF	8240841	 130	 0.0017615565819063177	 autotar_ranker
CD008686	 AF	1838423	 131	 0.0017609377825166881	 autotar_ranker
CD008686	 AF	3155669	 132	 0.001760785812432993	 autotar_ranker
CD008686	 AF	6453530	 133	 0.0017598940465688886	 autotar_ranker
CD008686	 AF	6712549	 134	 0.0017572647111479185	 autotar_ranker
CD008686	 AF	2522677	 135	 0.00175680515758353	 autotar_ranker
CD008686	 AF	20850390	 136	 0.001756712116911575	 autotar_ranker
CD008686	 AF	14508414	 137	 0.0017561460832676628	 autotar_ranker
CD008686	 AF	10815135	 138	 0.0017555711916221056	 autotar_ranker
CD008686	 AF	12496513	 139	 0.0017555237371161129	 autotar_ranker
CD008686	 AF	2949691	 140	 0.0017545544226838874	 autotar_ranker
CD008686	 AF	21857396	 141	 0.0017545178370846875	 autotar_ranker
CD008686	 AF	8053800	 142	 0.0017539367726845123	 autotar_ranker
CD008686	 AF	18097186	 143	 0.0017525161187823728	 autotar_ranker
CD008686	 AF	21261025	 144	 0.00175203123880264	 autotar_ranker
CD008686	 AF	21113363	 145	 0.0017511695435982195	 autotar_ranker
CD008686	 AF	15253600	 146	 0.0017508872679017845	 autotar_ranker
CD008686	 AF	21520788	 147	 0.001750728568915403	 autotar_ranker
CD008686	 AF	16721297	 148	 0.0017503587343485145	 autotar_ranker
CD008686	 AF	17585221	 149	 0.001749632265808127	 autotar_ranker
CD008686	 AF	15653064	 150	 0.0017492814915298115	 autotar_ranker
CD008686	 AF	14639591	 151	 0.0017487443997810303	 autotar_ranker
CD008686	 AF	10183399	 152	 0.0017486840606241282	 autotar_ranker
CD008686	 AF	7873844	 153	 0.0017484072844384958	 autotar_ranker
CD008686	 AF	19528790	 154	 0.001748288150846005	 autotar_ranker
CD008686	 AF	9225673	 155	 0.001747998859188722	 autotar_ranker
CD008686	 AF	19965293	 156	 0.0017466448771199694	 autotar_ranker
CD008686	 AF	11529262	 157	 0.0017458456110443132	 autotar_ranker
CD008686	 AF	17477101	 158	 0.0017454321749984488	 autotar_ranker
CD008686	 AF	18549135	 159	 0.001743721536410585	 autotar_ranker
CD008686	 AF	7754829	 160	 0.0017436911400134428	 autotar_ranker
CD008686	 AF	15450871	 161	 0.0017431542564629139	 autotar_ranker
CD008686	 AF	18697720	 162	 0.00173960415953082	 autotar_ranker
CD008686	 AF	18795944	 163	 0.0017385965841392153	 autotar_ranker
CD008686	 AF	11789008	 164	 0.001737768865176832	 autotar_ranker
CD008686	 AF	16224110	 165	 0.0017368303970937914	 autotar_ranker
CD008686	 AF	17953288	 166	 0.0017366873020195845	 autotar_ranker
CD008686	 AF	2736314	 167	 0.0017362802187292938	 autotar_ranker
CD008686	 AF	137923	 168	 0.0017361942361637285	 autotar_ranker
CD008686	 AF	14746781	 169	 0.0017359660203556822	 autotar_ranker
CD008686	 AF	8960015	 170	 0.0017357637337870927	 autotar_ranker
CD008686	 AF	12206339	 171	 0.0017348495574550313	 autotar_ranker
CD008686	 AF	19829272	 172	 0.0017319274384120337	 autotar_ranker
CD008686	 AF	6240109	 173	 0.0017317775822035457	 autotar_ranker
CD008686	 AF	16258839	 174	 0.0017309503877793288	 autotar_ranker
CD008686	 AF	7732468	 175	 0.0017304125959462695	 autotar_ranker
CD008686	 AF	17618433	 176	 0.0017302642167031145	 autotar_ranker
CD008686	 AF	8689415	 177	 0.0017301560712635572	 autotar_ranker
CD008686	 AF	2023035	 178	 0.0017276779464478452	 autotar_ranker
CD008686	 AF	9259790	 179	 0.0017273807246797326	 autotar_ranker
CD008686	 AF	10029879	 180	 0.0017262758235078277	 autotar_ranker
CD008686	 AF	15955931	 181	 0.0017262411158452241	 autotar_ranker
CD008686	 AF	19892365	 182	 0.001725752999211597	 autotar_ranker
CD008686	 AF	16437045	 183	 0.0017257169332884291	 autotar_ranker
CD008686	 AF	17767036	 184	 0.0017242002608454144	 autotar_ranker
CD008686	 AF	17569048	 185	 0.00172245362870478	 autotar_ranker
CD008686	 AF	20023336	 186	 0.001721881508145382	 autotar_ranker
CD008686	 AF	11085073	 187	 0.0017210849729056303	 autotar_ranker
CD008686	 AF	11153977	 188	 0.0017196626154644535	 autotar_ranker
CD008686	 AF	16156087	 189	 0.001719304563741004	 autotar_ranker
CD008686	 AF	8242021	 190	 0.0017188180557880443	 autotar_ranker
CD008686	 AF	143608	 191	 0.001718209139155673	 autotar_ranker
CD008686	 AF	17551741	 192	 0.0017179344649127161	 autotar_ranker
CD008686	 AF	21512084	 193	 0.0017176495450537965	 autotar_ranker
CD008686	 AF	16261121	 194	 0.001717418850537978	 autotar_ranker
CD008686	 AF	16629419	 195	 0.0017171442366718504	 autotar_ranker
CD008686	 AF	1827529	 196	 0.001716541768835933	 autotar_ranker
CD008686	 AF	18204960	 197	 0.001716466183185371	 autotar_ranker
CD008686	 AF	11712494	 198	 0.0017151814391293866	 autotar_ranker
CD008686	 AF	19064053	 199	 0.001714478558310714	 autotar_ranker
CD008686	 AF	12236201	 200	 0.0017142638416539064	 autotar_ranker
CD008686	 AF	16538392	 201	 0.0017132974320427207	 autotar_ranker
CD008686	 AF	3351037	 202	 0.0017124225433877902	 autotar_ranker
CD008686	 AF	22405394	 203	 0.0017112428126273979	 autotar_ranker
CD008686	 AF	835936	 204	 0.0017110221107987714	 autotar_ranker
CD008686	 AF	9202855	 205	 0.0017104186000083497	 autotar_ranker
CD008686	 AF	11282037	 206	 0.0017088609592072045	 autotar_ranker
CD008686	 AF	20054947	 207	 0.001708071374522375	 autotar_ranker
CD008686	 AF	3952633	 208	 0.0017076972755617737	 autotar_ranker
CD008686	 AF	11493826	 209	 0.0017072048820133215	 autotar_ranker
CD008686	 AF	17554966	 210	 0.0017063762590214665	 autotar_ranker
CD008686	 AF	10341864	 211	 0.0017060235064529294	 autotar_ranker
CD008686	 AF	8594287	 212	 0.0017047510694869602	 autotar_ranker
CD008686	 AF	11571125	 213	 0.0017042675310449927	 autotar_ranker
CD008686	 AF	8624191	 214	 0.0017011133513201557	 autotar_ranker
CD008686	 AF	3335887	 215	 0.0017004004270401959	 autotar_ranker
CD008686	 AF	2576108	 216	 0.0017000229051988421	 autotar_ranker
CD008686	 AF	14694461	 217	 0.0016985825890795565	 autotar_ranker
CD008686	 AF	21092217	 218	 0.0016965139738000094	 autotar_ranker
CD008686	 AF	17633497	 219	 0.001695892283058188	 autotar_ranker
CD008686	 AF	9217555	 220	 0.001695546410785786	 autotar_ranker
CD008686	 AF	7978609	 221	 0.0016952348642000816	 autotar_ranker
CD008686	 AF	14669628	 222	 0.001694613383935146	 autotar_ranker
CD008686	 AF	12858156	 223	 0.001693404613205103	 autotar_ranker
CD008686	 AF	14747905	 224	 0.0016930002620098048	 autotar_ranker
CD008686	 AF	6800240	 225	 0.0016928027877824027	 autotar_ranker
CD008686	 AF	12374580	 226	 0.0016927780281630596	 autotar_ranker
CD008686	 AF	19011536	 227	 0.001692561781078869	 autotar_ranker
CD008686	 AF	17405258	 228	 0.001692448794155869	 autotar_ranker
CD008686	 AF	8809520	 229	 0.0016921803251894426	 autotar_ranker
CD008686	 AF	19485254	 230	 0.001692129734717316	 autotar_ranker
CD008686	 AF	2441526	 231	 0.0016907672399344485	 autotar_ranker
CD008686	 AF	15106057	 232	 0.001690566745990363	 autotar_ranker
CD008686	 AF	18156049	 233	 0.0016904569316483473	 autotar_ranker
CD008686	 AF	10199269	 234	 0.0016892953126362526	 autotar_ranker
CD008686	 AF	19181596	 235	 0.0016889552008731536	 autotar_ranker
CD008686	 AF	2392661	 236	 0.0016888303222593263	 autotar_ranker
CD008686	 AF	20417164	 237	 0.0016888102670576254	 autotar_ranker
CD008686	 AF	20064871	 238	 0.0016886896012696044	 autotar_ranker
CD008686	 AF	6458439	 239	 0.0016883530464223964	 autotar_ranker
CD008686	 AF	2855834	 240	 0.0016882923404336623	 autotar_ranker
CD008686	 AF	15089084	 241	 0.001687939203149258	 autotar_ranker
CD008686	 AF	19675706	 242	 0.0016879223525454881	 autotar_ranker
CD008686	 AF	8304055	 243	 0.0016876189110515308	 autotar_ranker
CD008686	 AF	1274539	 244	 0.001687357807165822	 autotar_ranker
CD008686	 AF	12381976	 245	 0.0016871260228484997	 autotar_ranker
CD008686	 AF	9689333	 246	 0.0016855109094130903	 autotar_ranker
CD008686	 AF	8211359	 247	 0.0016854940053133548	 autotar_ranker
CD008686	 AF	18399615	 248	 0.0016851329166560451	 autotar_ranker
CD008686	 AF	7513338	 249	 0.0016845466856519515	 autotar_ranker
CD008686	 AF	8076483	 250	 0.0016843280813611747	 autotar_ranker
CD008686	 AF	6237273	 251	 0.0016832959820476394	 autotar_ranker
CD008686	 AF	2981417	 252	 0.0016824675956764175	 autotar_ranker
CD008686	 AF	1711664	 253	 0.0016820826658090623	 autotar_ranker
CD008686	 AF	1314184	 254	 0.00168180192436684	 autotar_ranker
CD008686	 AF	17436915	 255	 0.0016802976380493888	 autotar_ranker
CD008686	 AF	12353946	 256	 0.0016801971646779176	 autotar_ranker
CD008686	 AF	3803929	 257	 0.0016795423519055384	 autotar_ranker
CD008686	 AF	7771127	 258	 0.0016793246440296643	 autotar_ranker
CD008686	 AF	16473102	 259	 0.0016787805487252251	 autotar_ranker
CD008686	 AF	1664016	 260	 0.0016778408265862381	 autotar_ranker
CD008686	 AF	10711643	 261	 0.0016762571120133175	 autotar_ranker
CD008686	 AF	18028045	 262	 0.00167618631883523	 autotar_ranker
CD008686	 AF	1965155	 263	 0.0016760515627147763	 autotar_ranker
CD008686	 AF	20505561	 264	 0.0016754537486122708	 autotar_ranker
CD008686	 AF	16525247	 265	 0.0016752555667033737	 autotar_ranker
CD008686	 AF	7497679	 266	 0.0016751625275177612	 autotar_ranker
CD008686	 AF	15055243	 267	 0.0016748113873695208	 autotar_ranker
CD008686	 AF	7983111	 268	 0.0016743169581439504	 autotar_ranker
CD008686	 AF	430101	 269	 0.0016740791387187374	 autotar_ranker
CD008686	 AF	22225487	 270	 0.0016739233440930816	 autotar_ranker
CD008686	 AF	8753709	 271	 0.0016735488218957444	 autotar_ranker
CD008686	 AF	14651087	 272	 0.0016734754688777702	 autotar_ranker
CD008686	 AF	17538356	 273	 0.0016724026441483578	 autotar_ranker
CD008686	 AF	2149206	 274	 0.001672190692503864	 autotar_ranker
CD008686	 AF	15385879	 275	 0.0016715093168848112	 autotar_ranker
CD008686	 AF	15855908	 276	 0.0016710470471253474	 autotar_ranker
CD008686	 AF	19947442	 277	 0.0016710260152097147	 autotar_ranker
CD008686	 AF	17233774	 278	 0.0016693767302662316	 autotar_ranker
CD008686	 AF	19424945	 279	 0.0016690406668864162	 autotar_ranker
CD008686	 AF	8492946	 280	 0.0016687667081699052	 autotar_ranker
CD008686	 AF	18060011	 281	 0.0016687384669664788	 autotar_ranker
CD008686	 AF	19738130	 282	 0.0016686655151354377	 autotar_ranker
CD008686	 AF	16463199	 283	 0.0016684962086254392	 autotar_ranker
CD008686	 AF	12676296	 284	 0.001667668978289636	 autotar_ranker
CD008686	 AF	15739278	 285	 0.0016675798991809285	 autotar_ranker
CD008686	 AF	10940610	 286	 0.0016675344014336624	 autotar_ranker
CD008686	 AF	9259606	 287	 0.0016667314786853824	 autotar_ranker
CD008686	 AF	3555897	 288	 0.001666314650901723	 autotar_ranker
CD008686	 AF	19949820	 289	 0.0016660563626034902	 autotar_ranker
CD008686	 AF	6835501	 290	 0.0016659086351614174	 autotar_ranker
CD008686	 AF	9874008	 291	 0.0016657522158232702	 autotar_ranker
CD008686	 AF	19748412	 292	 0.0016656977128686342	 autotar_ranker
CD008686	 AF	15703944	 293	 0.0016652099640771508	 autotar_ranker
CD008686	 AF	18432321	 294	 0.0016650432445690672	 autotar_ranker
CD008686	 AF	10502849	 295	 0.0016649238421149789	 autotar_ranker
CD008686	 AF	20401854	 296	 0.0016633298165791796	 autotar_ranker
CD008686	 AF	15635135	 297	 0.0016631753236947295	 autotar_ranker
CD008686	 AF	574210	 298	 0.0016625573317172358	 autotar_ranker
CD008686	 AF	19607775	 299	 0.0016625218832077642	 autotar_ranker
CD008686	 AF	17641744	 300	 0.0016623462327061413	 autotar_ranker
CD008686	 AF	21729189	 301	 0.0016621695875172662	 autotar_ranker
CD008686	 AF	18303460	 302	 0.0016619858964054082	 autotar_ranker
CD008686	 AF	18173598	 303	 0.0016618067477779824	 autotar_ranker
CD008686	 AF	19902891	 304	 0.0016617589717609308	 autotar_ranker
CD008686	 AF	20802395	 305	 0.0016615523183377181	 autotar_ranker
CD008686	 AF	6716016	 306	 0.0016612780210704353	 autotar_ranker
CD008686	 AF	12897625	 307	 0.0016605439294519909	 autotar_ranker
CD008686	 AF	9282442	 308	 0.001660496084126846	 autotar_ranker
CD008686	 AF	20562730	 309	 0.0016603556991715042	 autotar_ranker
CD008686	 AF	22087871	 310	 0.0016601573107371918	 autotar_ranker
CD008686	 AF	15490274	 311	 0.001659221497146091	 autotar_ranker
CD008686	 AF	11307503	 312	 0.0016584208784706032	 autotar_ranker
CD008686	 AF	10853117	 313	 0.0016582591620906018	 autotar_ranker
CD008686	 AF	9093822	 314	 0.0016579077350114967	 autotar_ranker
CD008686	 AF	21287759	 315	 0.001657564784026847	 autotar_ranker
CD008686	 AF	17072572	 316	 0.0016569665011343649	 autotar_ranker
CD008686	 AF	15014286	 317	 0.001655998976200839	 autotar_ranker
CD008686	 AF	9205626	 318	 0.0016551226269553494	 autotar_ranker
CD008686	 AF	21353687	 319	 0.0016548852365348419	 autotar_ranker
CD008686	 AF	18976178	 320	 0.0016544058811193106	 autotar_ranker
CD008686	 AF	11954898	 321	 0.0016543792981129652	 autotar_ranker
CD008686	 AF	19556132	 322	 0.0016527581908405205	 autotar_ranker
CD008686	 AF	20977958	 323	 0.0016526107198728413	 autotar_ranker
CD008686	 AF	22014908	 324	 0.0016525555824532493	 autotar_ranker
CD008686	 AF	17424785	 325	 0.001651657351863917	 autotar_ranker
CD008686	 AF	6197858	 326	 0.001651646432054396	 autotar_ranker
CD008686	 AF	18688056	 327	 0.0016509959026475094	 autotar_ranker
CD008686	 AF	7097924	 328	 0.001650924223109887	 autotar_ranker
CD008686	 AF	1870898	 329	 0.0016506842112857052	 autotar_ranker
CD008686	 AF	20499113	 330	 0.0016501203108726843	 autotar_ranker
CD008686	 AF	22120394	 331	 0.0016499782234234072	 autotar_ranker
CD008686	 AF	2134451	 332	 0.001649855166066542	 autotar_ranker
CD008686	 AF	7724762	 333	 0.0016496648284628026	 autotar_ranker
CD008686	 AF	19092627	 334	 0.0016494915229184192	 autotar_ranker
CD008686	 AF	15062713	 335	 0.0016491510939459148	 autotar_ranker
CD008686	 AF	9178402	 336	 0.0016490703794056693	 autotar_ranker
CD008686	 AF	20363110	 337	 0.0016489752555999943	 autotar_ranker
CD008686	 AF	16770210	 338	 0.0016485762992589602	 autotar_ranker
CD008686	 AF	8819713	 339	 0.0016485456455212742	 autotar_ranker
CD008686	 AF	1345153	 340	 0.0016485247924063746	 autotar_ranker
CD008686	 AF	20393269	 341	 0.0016468932964279663	 autotar_ranker
CD008686	 AF	19921483	 342	 0.001646827367713547	 autotar_ranker
CD008686	 AF	11793151	 343	 0.0016462667403902304	 autotar_ranker
CD008686	 AF	1440035	 344	 0.0016462018599487794	 autotar_ranker
CD008686	 AF	16602016	 345	 0.001645344226334106	 autotar_ranker
CD008686	 AF	21538344	 346	 0.001645294365809109	 autotar_ranker
CD008686	 AF	22204009	 347	 0.0016449287952142757	 autotar_ranker
CD008686	 AF	12195075	 348	 0.0016445746135618025	 autotar_ranker
CD008686	 AF	16506481	 349	 0.0016441081162478105	 autotar_ranker
CD008686	 AF	8525776	 350	 0.0016435790456241783	 autotar_ranker
CD008686	 AF	19934712	 351	 0.0016434022179174473	 autotar_ranker
CD008686	 AF	16280962	 352	 0.0016432200691034748	 autotar_ranker
CD008686	 AF	15350032	 353	 0.0016429378866211336	 autotar_ranker
CD008686	 AF	19471276	 354	 0.0016415488209844057	 autotar_ranker
CD008686	 AF	6385099	 355	 0.001641531817511806	 autotar_ranker
CD008686	 AF	11738675	 356	 0.0016414844161757286	 autotar_ranker
CD008686	 AF	11528009	 357	 0.0016414170046919157	 autotar_ranker
CD008686	 AF	12955928	 358	 0.0016411182641616197	 autotar_ranker
CD008686	 AF	16311755	 359	 0.0016410762667755452	 autotar_ranker
CD008686	 AF	12172940	 360	 0.001641006868451376	 autotar_ranker
CD008686	 AF	18025516	 361	 0.001640934992247058	 autotar_ranker
CD008686	 AF	1806076	 362	 0.0016407854970415592	 autotar_ranker
CD008686	 AF	15846954	 363	 0.0016405818055841982	 autotar_ranker
CD008686	 AF	16645629	 364	 0.0016404978629292748	 autotar_ranker
CD008686	 AF	2215777	 365	 0.0016404862443477049	 autotar_ranker
CD008686	 AF	15483007	 366	 0.0016403738736505279	 autotar_ranker
CD008686	 AF	17108825	 367	 0.0016392397934379187	 autotar_ranker
CD008686	 AF	9890486	 368	 0.0016391048226970172	 autotar_ranker
CD008686	 AF	12160973	 369	 0.001638176850890618	 autotar_ranker
CD008686	 AF	9280865	 370	 0.0016381175694057633	 autotar_ranker
CD008686	 AF	9059419	 371	 0.0016379747284338314	 autotar_ranker
CD008686	 AF	15614244	 372	 0.0016377708611724092	 autotar_ranker
CD008686	 AF	6693472	 373	 0.0016377444892442142	 autotar_ranker
CD008686	 AF	16830240	 374	 0.0016376193054365364	 autotar_ranker
CD008686	 AF	18576337	 375	 0.001637475840499926	 autotar_ranker
CD008686	 AF	20396916	 376	 0.0016374737013472105	 autotar_ranker
CD008686	 AF	20034772	 377	 0.001637397790970063	 autotar_ranker
CD008686	 AF	19240568	 378	 0.0016371746354937676	 autotar_ranker
CD008686	 AF	15182796	 379	 0.001637115588650748	 autotar_ranker
CD008686	 AF	16793296	 380	 0.0016369124484419651	 autotar_ranker
CD008686	 AF	12095467	 381	 0.0016368634530280939	 autotar_ranker
CD008686	 AF	2524249	 382	 0.0016364483947222995	 autotar_ranker
CD008686	 AF	9090647	 383	 0.0016364453506640632	 autotar_ranker
CD008686	 AF	10955130	 384	 0.0016364405140178754	 autotar_ranker
CD008686	 AF	21387122	 385	 0.001636183024437328	 autotar_ranker
CD008686	 AF	19233739	 386	 0.0016359781126966538	 autotar_ranker
CD008686	 AF	5819036	 387	 0.0016351656652529383	 autotar_ranker
CD008686	 AF	242545	 388	 0.001635151399919048	 autotar_ranker
CD008686	 AF	6222720	 389	 0.0016348561960710744	 autotar_ranker
CD008686	 AF	18841731	 390	 0.0016342793858959432	 autotar_ranker
